facility_id,facility_name,facility_type,district,mandal,village,latitude,longitude,department,source_layer,record_completeness_pct
TG-18-574,"SubCentre, Thammadapally",Sub Centre,Jangoan,Zaffergadh,Guduru,17.73658,79.461951,,Health Sub Centre,100.0
TG-18-575,"SubCentre, Thammadapally (G)",Sub Centre,Jangoan,Zaffergadh,Guduru,17.73658,79.461951,,Health Sub Centre,100.0
TG-18-576,"SubCentre, Thimmampet",Sub Centre,Jangoan,Zaffergadh,Thimmampet,17.819464,79.44067,,Health Sub Centre,100.0
TG-18-577,"SubCentre, Uppugallu",Sub Centre,Jangoan,Zaffergadh,Uppugal,17.857373,79.452106,,Health Sub Centre,100.0
TG-18-578,"SubCentre, Vanaparthi",Sub Centre,Jangoan,Lingalaghanpur,Nyalapogula,17.620385,79.25921,,Health Sub Centre,100.0
TG-18-579,"SubCentre, Vavilala",Sub Centre,Jangoan,Palakurthy,Vavilala,17.614267,79.520019,,Health Sub Centre,100.0
TG-18-580,"SubCentre, Veldi",Sub Centre,Jangoan,Ragunathpally,Veldi,17.784579,79.257096,,Health Sub Centre,100.0
TG-18-581,"SubCentre, Visnoor",Sub Centre,Jangoan,Palakurthy,Visnoor,17.630575,79.406382,,Health Sub Centre,100.0
TG-18-583,"SubCentre, Waddicherla",Sub Centre,Jangoan,Lingalaghanpur,Waddicherla,17.660342,79.242296,,Health Sub Centre,100.0
TG-18-584,"SubCentre, Zaffergadh",Sub Centre,Jangoan,Zaffergadh,Zaffargadh,17.768563,79.485856,,Health Sub Centre,100.0
TG-18-559,"SubCentre, lakshmakkapally",Sub Centre,Jangoan,Kodakandla,Lakshmakkapalle,17.561392,79.412718,,Health Sub Centre,100.0
TG-18-585,Tharigoppula,Sub Centre,Jangoan,Tharigoppula,Tarigoppula,17.937092,79.174142,,Health Sub Centre,100.0
TG-18-586,Veldanda,Sub Centre,Jangoan,Narmetta,Veldanda,17.873602,79.111102,,Health Sub Centre,100.0
TG-8-31,Government General Hospital,Teaching Hospital,Jangoan,Jangoan,Jangoan,17.730523,79.150649,Director of Medical Education,Medical Colleges,100.0
TG-15-249,Ghanpur(Station)(UPHC),Urban Primary Health Centre,Jangoan,Jangoan,Jangoan,17.722403,79.156616,,Urban Primary Health Centre,100.0
TG-15-114,UPHC Jangaon,Urban Primary Health Centre,Jangoan,Jangoan,Jangoan,17.728406,79.1656,,Urban Primary Health Centre,100.0
TG-16-15,CHC Chityal,Community Health Centre,Jayashankar Bhupalpally,Chityal,Chityal,18.331967,79.673472,TVVP,Community Health Centre,100.0
TG-16-16,CHC Mahadevpur,Community Health Centre,Jayashankar Bhupalpally,Mahadevpur,Mahadevpur,18.72934,79.979169,TVVP,Community Health Centre,100.0
TG-17-572,Primary Health Centre Ambatpally,Primary Health Centre,Jayashankar Bhupalpally,Mahadevpur,Ambatpalle,18.688804,80.07462,,Primary Health Centre,100.0
TG-17-565,Primary Health Centre Azamnagar,Primary Health Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Mutharam (Mahadevpur),18.535022,80.032359,,Primary Health Centre,100.0
TG-17-543,Primary Health Centre Bhupalpally,Primary Health Centre,Jayashankar Bhupalpally,Bhupalpally,Bhupalpally,18.435544,79.871856,,Primary Health Centre,100.0
TG-17-546,Primary Health Centre Chelpur,Primary Health Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Dharmaraopet,18.368371,79.884108,,Primary Health Centre,100.0
TG-17-544,Primary Health Centre Ghanpur (Mulug),Primary Health Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Ghanpur,18.310156,79.873629,,Primary Health Centre,100.0
TG-17-549,Primary Health Centre Kaleshwaram,Primary Health Centre,Jayashankar Bhupalpally,Mahadevpur,Kaleswaram,18.812593,79.905802,,Primary Health Centre,100.0
TG-17-555,Primary Health Centre Kataram,Primary Health Centre,Jayashankar Bhupalpally,Kataram,Kataram,18.627915,79.937633,,Primary Health Centre,100.0
TG-17-567,Primary Health Centre Mahamutharam,Primary Health Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Mutharam (Mahadevpur),18.534711,80.033407,,Primary Health Centre,100.0
TG-17-500,Primary Health Centre Mogullapally,Primary Health Centre,Jayashankar Bhupalpally,Mogullapally,Mogullapalle,18.329579,79.647228,,Primary Health Centre,100.0
TG-17-523,Primary Health Centre Regonda,Primary Health Centre,Jayashankar Bhupalpally,Regonda,Regonda,18.233677,79.76555,,Primary Health Centre,100.0
TG-17-518,Primary Health Centre Thadicherla,Primary Health Centre,Jayashankar Bhupalpally,Malharrao,Tadicherla,18.540384,79.75052,,Primary Health Centre,100.0
TG-17-496,Primary Health Centre Velishala,Primary Health Centre,Jayashankar Bhupalpally,Tekumatla,Velchal,18.408994,79.63249,,Primary Health Centre,100.0
TG-17-520,Primary Health Centre Vodithala,Primary Health Centre,Jayashankar Bhupalpally,Chityal,Vodthala,18.364787,79.755934,,Primary Health Centre,100.0
TG-18-628,SubCentre Akinapally,Sub Centre,Jayashankar Bhupalpally,Mogullapally,Peddakomatipalle,18.329514,79.60248,,Health Sub Centre,100.0
TG-18-712,SubCentre Ambatpally,Sub Centre,Jayashankar Bhupalpally,Mahadevpur,Ambatpalle,18.689993,80.07338,,Health Sub Centre,100.0
TG-18-713,SubCentre Annaram,Sub Centre,Jayashankar Bhupalpally,Mahadevpur,Annaram,18.762501,79.83829,,Health Sub Centre,100.0
TG-18-630,SubCentre Azamnagar,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Azamnagar,18.507275,80.073049,,Health Sub Centre,100.0
TG-18-632,SubCentre Bhagrithipet,Sub Centre,Jayashankar Bhupalpally,Regonda,Bhagirthipet,18.260884,79.796052,,Health Sub Centre,100.0
TG-18-633,SubCentre Bhupalpally - I,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Bhupalpally,18.431436,79.860483,,Health Sub Centre,100.0
TG-18-634,SubCentre Bhupalpally - II,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Bhupalpally,18.431436,79.860483,,Health Sub Centre,100.0
TG-18-714,SubCentre Bommapur,Sub Centre,Jayashankar Bhupalpally,Mahadevpur,Bommapur,18.702107,79.988236,,Health Sub Centre,100.0
TG-18-635,SubCentre Bopparam,Sub Centre,Jayashankar Bhupalpally,Kataram,Chidnepalle,18.628353,79.974074,,Health Sub Centre,100.0
TG-18-715,SubCentre Brahmanapelli,Sub Centre,Jayashankar Bhupalpally,Mahadevpur,Mahadevpur,18.746734,80.003085,,Health Sub Centre,100.0
TG-18-637,SubCentre Buddaram,Sub Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Budharam,18.28437,79.865384,,Health Sub Centre,100.0
TG-18-704,SubCentre Chainpaka,Sub Centre,Jayashankar Bhupalpally,Chityal,Chain Paka,18.432803,79.726124,,Health Sub Centre,100.0
TG-18-705,SubCentre Challagariga,Sub Centre,Jayashankar Bhupalpally,Chityal,Challagarige,18.311251,79.724564,,Health Sub Centre,100.0
TG-18-638,SubCentre Chelpur - I,Sub Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Chelpur,18.37041,79.84479,,Health Sub Centre,100.0
TG-18-639,SubCentre Chelpur - II,Sub Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Chelpur,18.37041,79.84479,,Health Sub Centre,100.0
TG-18-640,SubCentre Chinnakodepaka,Sub Centre,Jayashankar Bhupalpally,Kothapallygori,Chinnakodepaka,18.182601,79.756811,,Health Sub Centre,100.0
TG-18-641,SubCentre Chinnapuram,Sub Centre,Jayashankar Bhupalpally,Kothapallygori,Chennapur,18.213454,79.742222,,Health Sub Centre,100.0
TG-18-642,SubCentre Chithakani,Sub Centre,Jayashankar Bhupalpally,Kataram,Chinthakani,18.592358,79.969418,,Health Sub Centre,100.0
TG-18-706,SubCentre Chityala,Sub Centre,Jayashankar Bhupalpally,Chityal,Chityal,18.330655,79.678535,,Health Sub Centre,100.0
TG-18-643,SubCentre Damerakunta,Sub Centre,Jayashankar Bhupalpally,Kataram,Damerakunta,18.701944,79.837089,,Health Sub Centre,100.0
TG-18-644,SubCentre Dhanwada,Sub Centre,Jayashankar Bhupalpally,Kataram,Dhanwada,18.621764,79.899831,,Health Sub Centre,100.0
TG-18-645,SubCentre Dharmaraopet,Sub Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Dharmaraopet,18.33602,79.885682,,Health Sub Centre,100.0
TG-18-707,SubCentre Doothpalli,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Kothapalle,18.350989,79.782039,,Health Sub Centre,100.0
TG-18-646,SubCentre Dudekulapally,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Dudekulapalle,18.416178,80.086018,,Health Sub Centre,100.0
TG-18-649,SubCentre Garimillapally,Sub Centre,Jayashankar Bhupalpally,Tekumatla,Garmillapalli,18.44349,79.636877,,Health Sub Centre,100.0
TG-18-650,SubCentre Ghanpur (M),Sub Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Budharam,18.294083,79.868884,,Health Sub Centre,100.0
TG-18-651,SubCentre Ghanpur-I,Sub Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Budharam,18.294083,79.868884,,Health Sub Centre,100.0
TG-18-708,SubCentre Gidde Muttaram,Sub Centre,Jayashankar Bhupalpally,Chityal,Forest,18.423892,79.667051,,Health Sub Centre,100.0
TG-18-652,SubCentre Gollabuddaram,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Budharam,18.437425,80.044029,,Health Sub Centre,100.0
TG-18-653,SubCentre Gorlaveedu,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Gudadupalle,18.396019,79.801657,,Health Sub Centre,100.0
TG-18-709,SubCentre Jadalpet,Sub Centre,Jayashankar Bhupalpally,Chityal,Jadalapet,18.369932,79.739287,,Health Sub Centre,100.0
TG-18-656,SubCentre Jangedu,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Jangedu,18.45091,79.840879,,Health Sub Centre,100.0
TG-18-710,SubCentre Jookal,Sub Centre,Jayashankar Bhupalpally,Regonda,Repaka,18.285054,79.700721,,Health Sub Centre,100.0
TG-18-716,SubCentre Kaleswaram,Sub Centre,Jayashankar Bhupalpally,Mahadevpur,Kaleswaram,18.810849,79.904315,,Health Sub Centre,100.0
TG-18-658,SubCentre Kanparthy,Sub Centre,Jayashankar Bhupalpally,Regonda,Kanaparthy,18.254352,79.715448,,Health Sub Centre,100.0
TG-18-660,SubCentre Kararam,Sub Centre,Jayashankar Bhupalpally,Kataram,Kataram,18.627722,79.937458,,Health Sub Centre,100.0
TG-18-661,SubCentre Karkapally,Sub Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Mylaram,18.31514,79.824072,,Health Sub Centre,100.0
TG-18-662,SubCentre Kasimpally,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Jangedu,18.459604,79.832355,,Health Sub Centre,100.0
TG-18-663,SubCentre Kompally,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Kompalle,18.403993,79.840879,,Health Sub Centre,100.0
TG-18-664,SubCentre Kondapur,Sub Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Kondapur,18.308655,79.924698,,Health Sub Centre,100.0
TG-18-666,SubCentre Kotancha,Sub Centre,Jayashankar Bhupalpally,Regonda,Kodavatancha,18.291866,79.752255,,Health Sub Centre,100.0
TG-18-668,SubCentre Madathapally,Sub Centre,Jayashankar Bhupalpally,Regonda,Madathapalle,18.311317,79.749628,,Health Sub Centre,100.0
TG-18-672,SubCentre Mogullapally,Sub Centre,Jayashankar Bhupalpally,Mogullapally,Mogullapalle,18.31702,79.642942,,Health Sub Centre,100.0
TG-18-673,SubCentre Moranchapally,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Kothapalle,18.35448,79.826523,,Health Sub Centre,100.0
TG-18-674,SubCentre Motlapally,Sub Centre,Jayashankar Bhupalpally,Mogullapally,Motlapalle,18.294515,79.578605,,Health Sub Centre,100.0
TG-18-676,SubCentre Mylaram,Sub Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Mylaram,18.302645,79.823371,,Health Sub Centre,100.0
TG-18-677,SubCentre Nagaram,Sub Centre,Jayashankar Bhupalpally,Bhupalpally,Nagaram,18.499634,80.0387,,Health Sub Centre,100.0
TG-18-678,SubCentre Neelampally,Sub Centre,Jayashankar Bhupalpally,Palmela,Neelampalle,18.656085,80.29182,,Health Sub Centre,100.0
TG-18-680,SubCentre Odipilavancha,Sub Centre,Jayashankar Bhupalpally,Kataram,Odipilavancha,18.666006,79.893908,,Health Sub Centre,100.0
TG-18-681,SubCentre Palimela,Sub Centre,Jayashankar Bhupalpally,Palmela,Palimela,18.660576,80.22516,,Health Sub Centre,100.0
TG-18-682,SubCentre Pankena,Sub Centre,Jayashankar Bhupalpally,Palmela,Pankena,18.670356,80.186741,,Health Sub Centre,100.0
TG-18-683,SubCentre Peddakomatipally,Sub Centre,Jayashankar Bhupalpally,Mogullapally,Peddakomatipalle,18.341233,79.60248,,Health Sub Centre,100.0
TG-18-686,SubCentre Pidicilla,Sub Centre,Jayashankar Bhupalpally,Mogullapally,Pidisilla,18.308465,79.605991,,Health Sub Centre,100.0
TG-18-687,SubCentre Rangaiahpalli,Sub Centre,Jayashankar Bhupalpally,Regonda,Regonda,18.251423,79.755481,,Health Sub Centre,100.0
TG-18-689,SubCentre Rangareddypeta,Sub Centre,Jayashankar Bhupalpally,Mogullapally,Pothugal,18.3511,79.622137,,Health Sub Centre,100.0
TG-18-690,SubCentre Regonda,Sub Centre,Jayashankar Bhupalpally,Regonda,Regonda,18.23778,79.775032,,Health Sub Centre,100.0
TG-18-694,SubCentre Sulthanpur,Sub Centre,Jayashankar Bhupalpally,Kothapallygori,Sultanpur,18.201102,79.808312,,Health Sub Centre,100.0
TG-18-717,SubCentre Suraram,Sub Centre,Jayashankar Bhupalpally,Mahadevpur,Suraram,18.699911,80.036173,,Health Sub Centre,100.0
TG-18-695,SubCentre Tekumatla,Sub Centre,Jayashankar Bhupalpally,Chityal,Navabpeta,18.355411,79.647404,,Health Sub Centre,100.0
TG-18-698,SubCentre Thirumalagiri,Sub Centre,Jayashankar Bhupalpally,Regonda,Tirumalagiri,18.236745,79.796753,,Health Sub Centre,100.0
TG-18-702,SubCentre Vemulapally,Sub Centre,Jayashankar Bhupalpally,Mogullapally,Vemulapalle,18.278012,79.611607,,Health Sub Centre,100.0
TG-18-711,SubCentre Vodithala,Sub Centre,Jayashankar Bhupalpally,Chityal,Vodthala,18.372535,79.760315,,Health Sub Centre,100.0
TG-18-238,"SubCentre, Mylaram",Sub Centre,Jayashankar Bhupalpally,Ghanapur_Mulug,Mylaram,18.302645,79.823371,,Health Sub Centre,100.0
TG-18-564,"SubCentre, Nawabpet",Sub Centre,Jayashankar Bhupalpally,Chityal,Navabpeta,18.34199,79.656526,,Health Sub Centre,100.0
TG-18-629,Subcentre Ansanpally,Sub Centre,Jayashankar Bhupalpally,Malharrao,Ansanpalle,18.420906,79.812369,,Health Sub Centre,100.0
TG-18-631,Subcentre Bayyaram,Sub Centre,Jayashankar Bhupalpally,Kataram,Bayyaram,18.576291,79.940257,,Health Sub Centre,100.0
TG-18-636,Subcentre Borlagudem,Sub Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Borlagudem,18.480667,80.117605,,Health Sub Centre,100.0
TG-18-647,Subcentre Edlapally,Sub Centre,Jayashankar Bhupalpally,Malharrao,Yedlapalle,18.596548,79.861035,,Health Sub Centre,100.0
TG-18-648,Subcentre Gangaram,Sub Centre,Jayashankar Bhupalpally,Kataram,Vilasagar,18.64531,79.844534,,Health Sub Centre,100.0
TG-18-659,Subcentre Kanukunoor,Sub Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Kankunoor,18.544721,80.199165,,Health Sub Centre,100.0
TG-18-665,Subcentre Korlakunta,Sub Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Mulugupalle,18.572955,79.977679,,Health Sub Centre,100.0
TG-18-667,Subcentre Kothapally,Sub Centre,Jayashankar Bhupalpally,Kataram,Sundarajpeta,18.592643,79.921117,,Health Sub Centre,100.0
TG-18-669,Subcentre Maha Mutharam,Sub Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Mutharam (Mahadevpur),18.53406,80.022998,,Health Sub Centre,100.0
TG-18-670,Subcentre Mallaram,Sub Centre,Jayashankar Bhupalpally,Malharrao,Mallaram,18.561564,79.780526,,Health Sub Centre,100.0
TG-18-671,Subcentre Meenajipet,Sub Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Nallagunta (Meenajipeta),18.482377,80.091813,,Health Sub Centre,100.0
TG-18-675,Subcentre Mulugupelli,Sub Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Mulugupalle,18.550498,79.951994,,Health Sub Centre,100.0
TG-18-684,Subcentre Peddathandla,Sub Centre,Jayashankar Bhupalpally,Malharrao,Pedda Thoondla,18.526817,79.792199,,Health Sub Centre,100.0
TG-18-685,Subcentre Pegadapally,Sub Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Pegdapalle,18.505331,80.105309,,Health Sub Centre,100.0
TG-18-691,Subcentre Regulagudem,Sub Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Regula Gudem,18.469515,80.128977,,Health Sub Centre,100.0
TG-18-692,Subcentre Rudraram,Sub Centre,Jayashankar Bhupalpally,Malharrao,Rudraram,18.573036,79.901032,,Health Sub Centre,100.0
TG-18-696,Subcentre Thadicherla-I,Sub Centre,Jayashankar Bhupalpally,Malharrao,Tadicherla,18.542768,79.737096,,Health Sub Centre,100.0
TG-18-697,Subcentre Thadicherla-II,Sub Centre,Jayashankar Bhupalpally,Malharrao,Tadicherla,18.542768,79.737096,,Health Sub Centre,100.0
TG-18-699,Subcentre Valamkunta,Sub Centre,Jayashankar Bhupalpally,Malharrao,Vallamkunta,18.597199,79.823785,,Health Sub Centre,100.0
TG-18-703,Subcentre Yamenpelli,Sub Centre,Jayashankar Bhupalpally,Mutharam_Mahadevpur,Yamanpalle,18.540571,80.048747,,Health Sub Centre,100.0
TG-15-115,Uphc Bhupalpally,Urban Primary Health Centre,Jayashankar Bhupalpally,Bhupalpally,Bhupalpally,18.443212,79.868496,,Urban Primary Health Centre,100.0
TG-10-17,AH Alampur,Area Hospital,Jogulamba Gadwal,Alampur,Alampur (P),15.880976,78.129635,TVVP,Area Hospital,100.0
TG-13-188,Govt primary school Ieeja place (M),Basti Dawakhana,Jogulamba Gadwal,Aiza,Aiza,16.015938,77.672818,,Basti Dawakhana,100.0
TG-13-189,Old MCH Building Gandhi Chowk Gadwal (Newly Sanctioned-(Old)),Basti Dawakhana,Jogulamba Gadwal,Gadwal,Gadwal,16.237127,77.79713,,Basti Dawakhana,100.0
TG-13-187,Ram Nagar BDK,Basti Dawakhana,Jogulamba Gadwal,Gadwal,Gadwal,16.234242,77.792757,,Basti Dawakhana,100.0
TG-17-24,Primary Health Centre -Upperu,Primary Health Centre,Jogulamba Gadwal,Dharoor,Upperu,16.316459,77.663813,,Primary Health Centre,100.0
TG-17-29,"Primary Health Centre, Dharur",Primary Health Centre,Jogulamba Gadwal,Dharoor,Dharoor,16.234593,77.70208,,Primary Health Centre,100.0
TG-17-13,"Primary Health Centre, Ghattu",Primary Health Centre,Jogulamba Gadwal,Ghattu,Ghattu,16.115916,77.57026,,Primary Health Centre,100.0
TG-17-23,"Primary Health Centre, Ieeja",Primary Health Centre,Jogulamba Gadwal,Aiza,Aiza,16.009259,77.660017,,Primary Health Centre,100.0
TG-17-57,"Primary Health Centre, Itikyal",Primary Health Centre,Jogulamba Gadwal,Itikyal,Itikyal,16.078583,77.846912,,Primary Health Centre,100.0
TG-17-113,"Primary Health Centre, Kythur",Primary Health Centre,Jogulamba Gadwal,Alampur,Kyatur,15.972621,78.086765,,Primary Health Centre,100.0
TG-17-28,"Primary Health Centre, Maldakal",Primary Health Centre,Jogulamba Gadwal,Maldakal,Maldakal,16.125047,77.700572,,Primary Health Centre,100.0
TG-17-80,"Primary Health Centre, Manopad",Primary Health Centre,Jogulamba Gadwal,Manopad,Manopad,15.967331,77.941238,,Primary Health Centre,100.0
TG-17-53,"Primary Health Centre, Rajole",Primary Health Centre,Jogulamba Gadwal,Rajoli,Rajoli,15.906285,77.832232,,Primary Health Centre,100.0
TG-17-55,"Primary Health Centre, Waddepally",Primary Health Centre,Jogulamba Gadwal,Waddepally,Waddepally,15.946226,77.842624,,Primary Health Centre,100.0
TG-18-718,Ghattu,Sub Centre,Jogulamba Gadwal,Ghattu,Ghattu,16.13939,77.579136,,Health Sub Centre,100.0
TG-18-719,Mittadoddi,Sub Centre,Jogulamba Gadwal,Ghattu,Mittadoddi,16.0599,77.602057,,Health Sub Centre,100.0
TG-18-780,"Sub Centre, Manopad",Sub Centre,Jogulamba Gadwal,Manopad,Manopad,15.963,77.94123,,Health Sub Centre,100.0
TG-18-720,"Sub Centre, Netempad",Sub Centre,Jogulamba Gadwal,Dharoor,Nettempadu,16.327635,77.596629,,Health Sub Centre,100.0
TG-18-721,SubCentre Alvalpad,Sub Centre,Jogulamba Gadwal,Dharoor,Alwalpad,16.24913,77.627838,,Health Sub Centre,100.0
TG-18-781,SubCentre Amarvai,Sub Centre,Jogulamba Gadwal,Manopad,Amaravai,15.964589,77.932613,,Health Sub Centre,100.0
TG-18-722,SubCentre Ananthapur,Sub Centre,Jogulamba Gadwal,Gadwal,Anantapur,16.17855,77.86746,,Health Sub Centre,100.0
TG-18-782,SubCentre Barevelly,Sub Centre,Jogulamba Gadwal,Manopad,Boravelle,16.026799,77.972095,,Health Sub Centre,100.0
TG-18-723,SubCentre Bheechupally,Sub Centre,Jogulamba Gadwal,Yerravalli,Thimmapur,16.15658,77.92532,,Health Sub Centre,100.0
TG-18-783,SubCentre Bonkur,Sub Centre,Jogulamba Gadwal,Undavelly,Bonkur,15.92027,77.96102,,Health Sub Centre,100.0
TG-18-725,SubCentre Chinna Thandrapad,Sub Centre,Jogulamba Gadwal,Aiza,Chinna Tandrapadu,15.942952,77.655148,,Health Sub Centre,100.0
TG-18-726,SubCentre Dyagadoddi,Sub Centre,Jogulamba Gadwal,Dharoor,,16.312891,77.562447,,Health Sub Centre,100.0
TG-18-727,SubCentre Elkur,Sub Centre,Jogulamba Gadwal,Maldakal,Yelkur,16.096124,77.763205,,Health Sub Centre,100.0
TG-18-728,SubCentre Ieeja - A,Sub Centre,Jogulamba Gadwal,Aiza,Aiza,16.015714,77.672068,,Health Sub Centre,100.0
TG-18-729,SubCentre Kodandapur,Sub Centre,Jogulamba Gadwal,Yerravalli,Vemula,16.074574,77.899961,,Health Sub Centre,100.0
TG-18-730,SubCentre Kothapally,Sub Centre,Jogulamba Gadwal,Gadwal,Rekulapalle,16.283068,77.766316,,Health Sub Centre,100.0
TG-18-731,SubCentre Macherla,Sub Centre,Jogulamba Gadwal,Ghattu,Macherla,16.08778,77.54833,,Health Sub Centre,100.0
TG-18-732,SubCentre Marlabeedu,Sub Centre,Jogulamba Gadwal,Dharoor,Dharoor,16.227699,77.656476,,Health Sub Centre,100.0
TG-18-733,SubCentre Mulkalpally,Sub Centre,Jogulamba Gadwal,Gadwal,Mulkalapalle,16.235525,77.854743,,Health Sub Centre,100.0
TG-18-734,SubCentre Nadimpet (Ieeja C),Sub Centre,Jogulamba Gadwal,Aiza,Aiza,16.01467,77.66793,,Health Sub Centre,100.0
TG-18-785,SubCentre Paipad,Sub Centre,Jogulamba Gadwal,Waddepally,Paipad,15.95111,77.86817,,Health Sub Centre,100.0
TG-18-735,SubCentre Palvai,Sub Centre,Jogulamba Gadwal,Maldakal,Palwai,16.161644,77.762374,,Health Sub Centre,100.0
TG-18-736,SubCentre Pathapalem,Sub Centre,Jogulamba Gadwal,Kaloor_Thimmandoddi,Puranapalem,16.271779,77.608151,,Health Sub Centre,100.0
TG-18-786,SubCentre Rajoli-B,Sub Centre,Jogulamba Gadwal,Rajoli,Rajoli,15.891834,77.823844,,Health Sub Centre,100.0
TG-18-787,SubCentre Tangal,Sub Centre,Jogulamba Gadwal,Manopad,Korvipadu,15.907188,77.932205,,Health Sub Centre,100.0
TG-18-737,SubCentre Thumkunta,Sub Centre,Jogulamba Gadwal,Aiza,Thoomkunta,16.04831,77.713015,,Health Sub Centre,100.0
TG-18-738,SubCentre Ulgapally,Sub Centre,Jogulamba Gadwal,Maldakal,Uligepalle,16.183107,77.68909,,Health Sub Centre,100.0
TG-18-739,SubCentre Vittalapur,Sub Centre,Jogulamba Gadwal,Maldakal,Vittalapuram,16.0527,77.73269,,Health Sub Centre,100.0
TG-18-788,"SubCentre, Alampur",Sub Centre,Jogulamba Gadwal,Alampur,Alampur (P),15.87673,78.13425,,Health Sub Centre,100.0
TG-18-741,"SubCentre, Amravai",Sub Centre,Jogulamba Gadwal,Maldakal,D.Amaravai,16.156928,77.730901,,Health Sub Centre,100.0
TG-18-743,"SubCentre, Bheempuram",Sub Centre,Jogulamba Gadwal,Dharoor,Chintharevula,16.310831,77.733784,,Health Sub Centre,100.0
TG-18-744,"SubCentre, Boyalagudem",Sub Centre,Jogulamba Gadwal,Kaloor_Thimmandoddi,Chinthalkunta,16.143454,77.505112,,Health Sub Centre,100.0
